1,13,01,11
1,7,17,41
1,21,08,23
1,4,09,04
1,3,32,31
1,11,47,27
1,7,30,44
1,2,24,20
1,31,13,44
1,25,07,45
1,24,04,26
1,19,26,39
1,25,13,40
1,9,04,21
1,4,17,26
1,7,15,12
1,20,29,35
1,11,29,29
1,7,33,35
1,8,27,30
1,30,36,27
1,3,04,37
1,7,20,17
1,30,01,26
1,18,24,34
1,28,33,41
1,29,30,13
1,28,34,26
1,29,23,43
1,21,24,36
1,3,33,06
1,19,23,28
1,15,47,25
1,20,44,21
1,16,23,02
1,29,18,35
1,30,47,44
1,11,06,08
1,13,01,05
1,24,44,35
1,25,08,31
1,31,37,29
1,13,11,38
1,11,14,19
1,31,43,08
1,23,19,25
1,16,14,22
1,26,07,08
1,16,20,32
1,6,18,14
1,1,27,30
1,23,24,23
1,3,17,15
1,29,12,35
1,18,46,30
1,24,28,12
1,11,23,36
1,28,29,23
1,28,18,22
1,6,41,02
1,14,25,37
1,17,09,13
1,21,20,26
1,22,10,09
1,10,13,26
1,18,43,41
1,23,15,20
1,9,24,04
1,12,30,41
1,25,31,31
1,21,29,12
1,20,10,33
1,5,09,04
1,23,20,08
1,2,37,29
1,13,37,15
1,24,38,11
1,29,12,13
1,1,46,35
1,21,29,09
1,21,08,37
1,19,23,01
1,30,28,11
1,3,34,03
1,8,25,10
1,31,01,29
1,14,21,41
1,21,05,37
1,24,46,01
1,24,04,40
1,13,10,44
1,31,14,01
1,25,01,14
1,13,13,20
1,14,25,39
1,6,03,25
1,1,17,42
1,18,08,13
1,10,28,39
1,23,44,06
1,26,05,12
1,31,01,20
1,19,32,32
1,21,15,26
1,18,14,38
1,29,32,43
1,31,02,39
1,25,05,11
1,17,02,28
1,26,20,30
1,5,44,38
1,31,29,18
1,17,19,30
1,30,38,08
1,6,25,17
1,20,40,23
1,14,08,29
1,7,31,42
1,20,37,19
1,29,03,36
1,15,39,38
1,5,04,08
1,11,14,12
1,13,01,44
1,17,44,20
1,25,23,32
1,20,16,29
1,5,23,31
1,15,05,18
1,26,07,20
1,19,19,19
1,21,24,13
1,27,12,26
1,14,35,40
1,5,45,04
1,24,22,21
1,9,32,46
1,1,23,04
1,29,38,25
1,23,38,37
1,18,30,15
1,8,13,08
1,23,11,30
1,23,37,41
1,24,06,27
1,16,18,43
1,24,36,06
1,11,04,42
1,19,05,27
1,27,37,28
1,12,43,38
1,20,04,29
1,24,13,22
1,6,20,06
1,22,14,23
1,9,47,46
1,24,04,16
1,3,20,27
1,30,05,35
1,31,31,21
1,12,17,37
1,5,09,47
1,8,25,46
1,23,28,26
1,18,15,47
1,15,25,35
1,29,21,08
1,22,32,22
1,10,08,46
1,22,06,34
1,27,16,09
1,23,03,35
1,8,04,37
1,10,28,19
1,8,35,33
1,15,17,11
1,25,46,26
1,17,19,35
1,25,30,13
1,8,43,11
1,4,32,42
1,6,26,35
1,30,43,23
1,19,12,07
1,12,14,31
1,16,30,17
1,3,44,39
1,6,09,17
1,20,09,20
1,16,22,28
1,8,01,13
1,19,36,16
1,4,17,46
1,9,04,29
1,13,18,18
1,22,32,27
1,13,38,02
1,8,40,24
1,27,36,36
1,8,40,18
1,16,28,02
1,26,19,33
1,11,31,45
1,15,12,08
1,12,44,22
1,25,41,29
1,24,35,45
1,15,24,21
1,26,39,33
1,28,01,28
1,11,04,26
1,23,14,20
1,8,24,18
1,11,23,12
1,6,06,41
1,25,23,36
1,4,15,12
1,13,21,13
1,17,40,23
1,27,42,06
1,5,08,09
1,26,11,25
1,8,10,25
1,23,11,12
1,18,02,37
1,16,25,17
1,21,30,22
1,28,44,32
1,28,18,14
1,17,01,09
1,19,44,34
1,4,31,20
1,27,44,10
1,26,28,43
1,15,30,12
1,21,15,19
1,12,03,45
1,22,06,38
1,15,02,11
1,26,14,40
1,27,30,19
1,24,13,22
1,27,31,44
1,9,26,19
1,12,29,18
1,24,35,43
1,25,40,36
1,16,41,44
1,25,03,42
1,21,01,05
1,6,35,47
1,11,40,40
1,16,36,27
1,28,32,22
1,14,01,24
1,25,13,03
1,22,39,38
1,10,37,33
1,13,29,11
1,1,44,47
1,26,45,06
1,29,30,30
1,5,29,05
1,8,14,20
1,14,13,03
1,9,46,25
1,12,10,23
1,8,42,47
1,15,47,33
1,4,47,15
1,11,14,38
1,16,28,11
1,28,13,10
1,14,41,42
1,16,37,03
1,8,08,41
1,9,04,17
1,11,35,13
1,13,34,38
1,19,27,12
1,7,35,31
1,6,28,33
1,13,46,03
1,7,30,19
1,28,16,05
1,19,25,16
1,3,09,07
1,9,44,03
1,16,32,40
1,23,38,21
1,6,16,16
1,27,33,11
1,5,33,46
1,5,25,14
1,8,14,13
1,27,43,01
1,19,43,31
1,30,31,24
1,12,39,18
1,29,08,19
1,13,04,38
1,31,03,36
1,26,25,19
1,21,09,41
1,30,20,29
1,3,10,23
1,16,31,12
1,28,23,33
1,5,39,43
1,27,43,25
1,11,37,17
1,2,20,12
1,16,12,28
1,12,08,28
1,8,11,40
1,15,07,07
1,12,43,30
1,20,32,04
1,11,22,33
1,19,35,43
1,14,47,03
1,12,45,05
1,19,16,32
1,24,25,26
1,21,44,36
1,29,43,35
1,24,42,39
1,30,18,40
1,1,17,07
1,11,41,41
1,27,30,25
1,27,27,41
1,11,23,15
1,30,22,36
1,5,43,22
1,28,42,16
1,27,35,34
1,12,06,46
1,22,25,43
1,25,05,31
1,6,03,06
1,12,21,32
1,22,21,24
1,31,19,08
1,28,44,42
1,21,30,37
1,19,30,10
1,26,47,15
1,3,04,39
1,28,23,19
1,15,10,05
1,27,19,43
1,16,16,37
1,12,46,41
1,7,25,22
1,31,12,15
1,11,18,16
1,29,30,11
1,8,18,28
1,3,46,13
1,18,19,07
1,8,12,06
1,11,41,28
1,14,24,12
1,25,45,20
1,16,22,20
1,8,16,30
1,23,18,17
1,6,16,24
1,10,02,19
1,1,44,39
1,9,14,12
1,24,37,28
1,29,08,23
1,21,08,25
1,27,14,21
1,14,39,03
1,20,13,04
1,9,16,46
1,23,47,13
1,31,38,38
1,9,15,20
1,20,34,20
1,23,29,31
1,25,23,39
1,22,15,03
1,7,24,44
1,22,28,25
1,27,05,24
1,8,03,37
1,13,17,17
1,29,45,08
1,30,05,04
1,31,40,43
1,4,23,20
1,6,10,14
1,16,23,31
1,28,15,38
1,10,03,04
1,1,06,43
1,5,03,11
1,13,14,09
1,17,33,13
1,19,45,35
1,11,16,12
1,21,13,47
1,3,31,07
1,5,01,29
1,23,01,11
1,7,36,38
1,30,20,35
1,5,42,36
1,22,35,26
1,29,08,41
1,4,14,25
1,17,32,43
1,20,37,23
1,14,01,32
1,3,34,29
1,17,01,38
1,24,29,22
1,5,34,38
1,22,40,42
1,4,36,40
1,17,45,45
1,31,13,12
1,25,06,34
1,26,03,03
1,4,02,04
1,8,42,46
1,15,25,07
1,17,10,23
1,11,43,06
1,9,43,09
1,30,35,29
1,14,21,18
1,19,02,13
1,23,39,23
1,1,21,15
1,12,46,41
1,4,36,08
1,18,24,34
1,13,15,19
1,5,43,44
1,15,38,04
1,22,21,30
1,21,40,11
1,29,46,25
1,3,14,13
1,3,46,44
1,11,16,21
1,10,38,29
1,3,14,15
1,6,27,01
1,9,44,43
1,31,24,43
1,13,33,42
1,24,36,16
1,4,14,27
1,11,29,26
1,23,26,40
1,31,42,47
1,19,10,21
1,8,38,27
1,26,23,45
1,22,29,38
1,29,17,08
1,16,05,33
1,3,39,07
1,13,34,05
1,5,19,05
1,2,41,47
1,5,30,43
1,7,13,29
1,27,38,23
1,11,05,44
1,25,20,25
1,29,22,11
1,4,34,34
1,15,10,27
1,27,44,19
1,26,22,32
1,3,05,28
1,23,02,30
1,31,13,35
1,12,15,10
1,19,30,42
1,28,38,06
1,19,04,29
1,16,36,45
